Date,Cow_ID,Breed,Milk_Yield_kg,Feed_Intake_kg,Lactation_Stage,Health_Score,Temperature_C,Humidity_%,Milk_Price_USD_per_kg,Revenue_USD,Feed_Cost_USD,Profit_USD
2021-06-12,Cow_70,Holstein,23.66,26.72,Late,91,5.4,84.9,0.45,10.65,6.68,3.97
2021-06-12,Cow_71,Brown Swiss,18.45,18.32,Mid,88,5.4,84.9,0.45,8.3,4.58,3.72
2021-06-12,Cow_72,Brown Swiss,19.3,19.95,Mid,77,5.4,84.9,0.45,8.69,4.99,3.7
2021-06-12,Cow_73,Jersey,23.49,18.8,Mid,77,5.4,84.9,0.45,10.57,4.7,5.87
2021-06-12,Cow_74,Guernsey,19.09,18.92,Mid,77,5.4,84.9,0.45,8.59,4.73,3.86
2021-06-12,Cow_75,Holstein,17.18,21.16,Mid,88,5.4,84.9,0.45,7.73,5.29,2.44
2021-06-12,Cow_76,Guernsey,24.57,20.11,Mid,94,5.4,84.9,0.45,11.06,5.03,6.03
2021-06-12,Cow_77,Holstein,15.76,20.94,Late,75,5.4,84.9,0.45,7.09,5.24,1.85
2021-06-12,Cow_78,Jersey,20.32,20.46,Early,96,5.4,84.9,0.45,9.14,5.12,4.02
2021-06-12,Cow_79,Guernsey,20.07,24.82,Early,88,5.4,84.9,0.45,9.03,6.21,2.82
2021-06-12,Cow_80,Brown Swiss,17.1,14.02,Mid,98,5.4,84.9,0.45,7.7,3.5,4.2
2021-06-12,Cow_81,Guernsey,16.01,18.9,Mid,80,5.4,84.9,0.45,7.2,4.72,2.48
2021-06-12,Cow_82,Holstein,15.76,15.13,Early,94,5.4,84.9,0.45,7.09,3.78,3.31
2021-06-12,Cow_83,Jersey,20.68,22.64,Mid,95,5.4,84.9,0.45,9.31,5.66,3.65
2021-06-12,Cow_84,Holstein,13.9,20.49,Late,81,5.4,84.9,0.45,6.25,5.12,1.13
2021-06-12,Cow_85,Holstein,14.31,22.18,Mid,99,5.4,84.9,0.45,6.44,5.54,0.9
2021-06-12,Cow_86,Guernsey,18.89,20.59,Mid,71,5.4,84.9,0.45,8.5,5.15,3.35
2021-06-12,Cow_87,Guernsey,17.38,18.75,Mid,87,5.4,84.9,0.45,7.82,4.69,3.13
2021-06-12,Cow_88,Guernsey,8.77,21.47,Early,86,5.4,84.9,0.45,3.95,5.37,-1.42
2021-06-12,Cow_89,Guernsey,19.85,14.72,Late,95,5.4,84.9,0.45,8.93,3.68,5.25
2021-06-12,Cow_90,Guernsey,18.34,22.84,Late,84,5.4,84.9,0.45,8.25,5.71,2.54
2021-06-12,Cow_91,Jersey,17.77,17.81,Mid,93,5.4,84.9,0.45,8.0,4.45,3.55
2021-06-12,Cow_92,Jersey,13.53,16.62,Mid,83,5.4,84.9,0.45,6.09,4.16,1.93
2021-06-12,Cow_93,Guernsey,16.06,16.58,Late,72,5.4,84.9,0.45,7.23,4.14,3.09
2021-06-12,Cow_94,Brown Swiss,19.92,17.96,Late,89,5.4,84.9,0.45,8.96,4.49,4.47
2021-06-12,Cow_95,Holstein,13.33,22.33,Early,95,5.4,84.9,0.45,6.0,5.58,0.42
2021-06-12,Cow_96,Brown Swiss,13.52,20.55,Late,77,5.4,84.9,0.45,6.08,5.14,0.94
2021-06-12,Cow_97,Holstein,15.46,17.8,Early,99,5.4,84.9,0.45,6.96,4.45,2.51
2021-06-12,Cow_98,Brown Swiss,16.61,17.44,Early,90,5.4,84.9,0.45,7.47,4.36,3.11
2021-06-12,Cow_99,Brown Swiss,12.86,15.81,Early,81,5.4,84.9,0.45,5.79,3.95,1.84
2021-06-12,Cow_100,Guernsey,21.55,17.11,Mid,90,5.4,84.9,0.45,9.7,4.28,5.42
2021-06-13,Cow_1,Jersey,11.67,25.08,Early,78,22.8,67.3,0.45,5.25,6.27,-1.02
2021-06-13,Cow_2,Brown Swiss,23.88,25.0,Early,75,22.8,67.3,0.45,10.75,6.25,4.5
2021-06-13,Cow_3,Jersey,24.89,20.04,Mid,89,22.8,67.3,0.45,11.2,5.01,6.19
2021-06-13,Cow_4,Jersey,19.78,19.38,Mid,94,22.8,67.3,0.45,8.9,4.84,4.06
2021-06-13,Cow_5,Guernsey,18.47,18.67,Early,93,22.8,67.3,0.45,8.31,4.67,3.64
2021-06-13,Cow_6,Brown Swiss,12.66,18.78,Mid,78,22.8,67.3,0.45,5.7,4.7,1.0
2021-06-13,Cow_7,Holstein,26.96,20.37,Late,94,22.8,67.3,0.45,12.13,5.09,7.04
2021-06-13,Cow_8,Jersey,18.1,22.19,Late,95,22.8,67.3,0.45,8.15,5.55,2.6
2021-06-13,Cow_9,Guernsey,19.87,20.92,Mid,91,22.8,67.3,0.45,8.94,5.23,3.71
2021-06-13,Cow_10,Guernsey,16.58,16.99,Early,96,22.8,67.3,0.45,7.46,4.25,3.21
2021-06-13,Cow_11,Guernsey,17.69,20.39,Late,75,22.8,67.3,0.45,7.96,5.1,2.86
2021-06-13,Cow_12,Jersey,18.22,22.2,Mid,81,22.8,67.3,0.45,8.2,5.55,2.65
2021-06-13,Cow_13,Guernsey,24.18,10.9,Late,91,22.8,67.3,0.45,10.88,2.73,8.15
2021-06-13,Cow_14,Guernsey,23.24,20.0,Mid,89,22.8,67.3,0.45,10.46,5.0,5.46
2021-06-13,Cow_15,Brown Swiss,22.31,21.07,Mid,92,22.8,67.3,0.45,10.04,5.27,4.77
2021-06-13,Cow_16,Jersey,18.22,17.34,Mid,73,22.8,67.3,0.45,8.2,4.33,3.87
2021-06-13,Cow_17,Brown Swiss,17.31,15.83,Late,93,22.8,67.3,0.45,7.79,3.96,3.83
2021-06-13,Cow_18,Jersey,17.76,23.51,Late,77,22.8,67.3,0.45,7.99,5.88,2.11
2021-06-13,Cow_19,Brown Swiss,22.51,19.29,Early,83,22.8,67.3,0.45,10.13,4.82,5.31
2021-06-13,Cow_20,Brown Swiss,17.76,24.24,Late,84,22.8,67.3,0.45,7.99,6.06,1.93
2021-06-13,Cow_21,Holstein,20.16,19.89,Late,76,22.8,67.3,0.45,9.07,4.97,4.1
2021-06-13,Cow_22,Guernsey,18.29,17.92,Early,85,22.8,67.3,0.45,8.23,4.48,3.75
2021-06-13,Cow_23,Brown Swiss,16.87,20.48,Early,80,22.8,67.3,0.45,7.59,5.12,2.47
2021-06-13,Cow_24,Guernsey,15.41,22.52,Early,84,22.8,67.3,0.45,6.93,5.63,1.3
2021-06-13,Cow_25,Jersey,17.9,20.61,Early,86,22.8,67.3,0.45,8.05,5.15,2.9
2021-06-13,Cow_26,Guernsey,15.5,22.54,Late,86,22.8,67.3,0.45,6.98,5.63,1.35
2021-06-13,Cow_27,Guernsey,13.57,20.7,Mid,73,22.8,67.3,0.45,6.11,5.17,0.94
2021-06-13,Cow_28,Brown Swiss,18.68,14.83,Mid,80,22.8,67.3,0.45,8.41,3.71,4.7
2021-06-13,Cow_29,Brown Swiss,16.43,17.85,Early,85,22.8,67.3,0.45,7.39,4.46,2.93
2021-06-13,Cow_30,Jersey,15.24,20.3,Mid,94,22.8,67.3,0.45,6.86,5.08,1.78
2021-06-13,Cow_31,Holstein,20.66,24.01,Mid,87,22.8,67.3,0.45,9.3,6.0,3.3
2021-06-13,Cow_32,Brown Swiss,25.3,22.95,Late,91,22.8,67.3,0.45,11.38,5.74,5.64
2021-06-13,Cow_33,Guernsey,21.47,23.28,Late,83,22.8,67.3,0.45,9.66,5.82,3.84
2021-06-13,Cow_34,Jersey,23.69,20.02,Late,78,22.8,67.3,0.45,10.66,5.0,5.66
2021-06-13,Cow_35,Brown Swiss,17.13,21.4,Mid,83,22.8,67.3,0.45,7.71,5.35,2.36
2021-06-13,Cow_36,Holstein,23.38,18.97,Late,90,22.8,67.3,0.45,10.52,4.74,5.78
2021-06-13,Cow_37,Holstein,24.01,22.97,Mid,74,22.8,67.3,0.45,10.8,5.74,5.06
2021-06-13,Cow_38,Holstein,18.54,19.9,Early,96,22.8,67.3,0.45,8.34,4.97,3.37
2021-06-13,Cow_39,Brown Swiss,18.22,19.61,Mid,96,22.8,67.3,0.45,8.2,4.9,3.3
2021-06-13,Cow_40,Brown Swiss,21.72,20.66,Mid,85,22.8,67.3,0.45,9.77,5.17,4.6
2021-06-13,Cow_41,Brown Swiss,21.7,18.31,Late,98,22.8,67.3,0.45,9.77,4.58,5.19
2021-06-13,Cow_42,Brown Swiss,20.08,18.83,Early,95,22.8,67.3,0.45,9.04,4.71,4.33
2021-06-13,Cow_43,Jersey,20.19,19.26,Mid,78,22.8,67.3,0.45,9.09,4.82,4.27
2021-06-13,Cow_44,Jersey,18.32,18.5,Early,87,22.8,67.3,0.45,8.24,4.62,3.62
2021-06-13,Cow_45,Holstein,11.77,23.91,Mid,77,22.8,67.3,0.45,5.3,5.98,-0.68
2021-06-13,Cow_46,Holstein,16.56,24.54,Early,79,22.8,67.3,0.45,7.45,6.13,1.32
2021-06-13,Cow_47,Jersey,15.72,28.99,Early,99,22.8,67.3,0.45,7.07,7.25,-0.18
2021-06-13,Cow_48,Brown Swiss,19.9,19.17,Early,84,22.8,67.3,0.45,8.96,4.79,4.17
2021-06-13,Cow_49,Holstein,17.46,16.45,Late,98,22.8,67.3,0.45,7.86,4.11,3.75
2021-06-13,Cow_50,Guernsey,22.29,22.15,Mid,97,22.8,67.3,0.45,10.03,5.54,4.49
2021-06-13,Cow_51,Jersey,26.22,25.15,Mid,70,22.8,67.3,0.45,11.8,6.29,5.51
2021-06-13,Cow_52,Holstein,24.24,18.74,Late,96,22.8,67.3,0.45,10.91,4.68,6.23
2021-06-13,Cow_53,Jersey,22.19,20.59,Mid,76,22.8,67.3,0.45,9.99,5.15,4.84
2021-06-13,Cow_54,Jersey,21.93,23.13,Mid,99,22.8,67.3,0.45,9.87,5.78,4.09
2021-06-13,Cow_55,Jersey,19.07,22.23,Late,75,22.8,67.3,0.45,8.58,5.56,3.02
2021-06-13,Cow_56,Jersey,21.23,19.4,Mid,89,22.8,67.3,0.45,9.55,4.85,4.7
2021-06-13,Cow_57,Jersey,19.88,21.78,Late,76,22.8,67.3,0.45,8.95,5.45,3.5
2021-06-13,Cow_58,Holstein,23.19,17.32,Mid,90,22.8,67.3,0.45,10.44,4.33,6.11
2021-06-13,Cow_59,Guernsey,18.73,18.35,Mid,71,22.8,67.3,0.45,8.43,4.59,3.84
2021-06-13,Cow_60,Holstein,16.82,21.67,Mid,70,22.8,67.3,0.45,7.57,5.42,2.15
2021-06-13,Cow_61,Holstein,22.11,14.41,Mid,76,22.8,67.3,0.45,9.95,3.6,6.35
2021-06-13,Cow_62,Holstein,18.34,21.17,Late,89,22.8,67.3,0.45,8.25,5.29,2.96
2021-06-13,Cow_63,Jersey,20.9,17.69,Mid,92,22.8,67.3,0.45,9.4,4.42,4.98
2021-06-13,Cow_64,Brown Swiss,17.94,17.18,Late,80,22.8,67.3,0.45,8.07,4.29,3.78
2021-06-13,Cow_65,Holstein,23.16,20.75,Late,75,22.8,67.3,0.45,10.42,5.19,5.23
2021-06-13,Cow_66,Holstein,18.89,18.38,Late,81,22.8,67.3,0.45,8.5,4.59,3.91
2021-06-13,Cow_67,Guernsey,23.32,20.37,Mid,79,22.8,67.3,0.45,10.49,5.09,5.4
2021-06-13,Cow_68,Brown Swiss,22.57,17.61,Early,70,22.8,67.3,0.45,10.16,4.4,5.76
2021-06-13,Cow_69,Holstein,21.73,16.41,Mid,85,22.8,67.3,0.45,9.78,4.1,5.68
2021-06-13,Cow_70,Holstein,18.54,22.82,Late,73,22.8,67.3,0.45,8.34,5.71,2.63
2021-06-13,Cow_71,Brown Swiss,25.77,20.52,Mid,94,22.8,67.3,0.45,11.6,5.13,6.47
2021-06-13,Cow_72,Brown Swiss,22.24,22.25,Mid,70,22.8,67.3,0.45,10.01,5.56,4.45
2021-06-13,Cow_73,Jersey,20.31,21.47,Early,87,22.8,67.3,0.45,9.14,5.37,3.77
2021-06-13,Cow_74,Guernsey,29.66,19.84,Late,94,22.8,67.3,0.45,13.35,4.96,8.39
2021-06-13,Cow_75,Holstein,20.86,22.14,Early,79,22.8,67.3,0.45,9.39,5.54,3.85
2021-06-13,Cow_76,Guernsey,16.62,15.49,Late,75,22.8,67.3,0.45,7.48,3.87,3.61
2021-06-13,Cow_77,Holstein,22.19,18.62,Late,88,22.8,67.3,0.45,9.99,4.66,5.33
2021-06-13,Cow_78,Jersey,25.07,27.21,Late,83,22.8,67.3,0.45,11.28,6.8,4.48
2021-06-13,Cow_79,Guernsey,17.19,24.8,Late,74,22.8,67.3,0.45,7.74,6.2,1.54
2021-06-13,Cow_80,Brown Swiss,25.7,20.49,Early,88,22.8,67.3,0.45,11.56,5.12,6.44
2021-06-13,Cow_81,Guernsey,16.17,19.51,Early,99,22.8,67.3,0.45,7.28,4.88,2.4
2021-06-13,Cow_82,Holstein,23.43,21.88,Late,74,22.8,67.3,0.45,10.54,5.47,5.07
2021-06-13,Cow_83,Jersey,18.16,16.27,Early,72,22.8,67.3,0.45,8.17,4.07,4.1
2021-06-13,Cow_84,Holstein,31.48,20.31,Late,86,22.8,67.3,0.45,14.17,5.08,9.09
2021-06-13,Cow_85,Holstein,22.6,15.71,Early,84,22.8,67.3,0.45,10.17,3.93,6.24
2021-06-13,Cow_86,Guernsey,20.46,23.17,Early,91,22.8,67.3,0.45,9.21,5.79,3.42
2021-06-13,Cow_87,Guernsey,19.98,15.47,Late,74,22.8,67.3,0.45,8.99,3.87,5.12
2021-06-13,Cow_88,Guernsey,21.98,20.92,Early,78,22.8,67.3,0.45,9.89,5.23,4.66
2021-06-13,Cow_89,Guernsey,16.06,20.72,Early,87,22.8,67.3,0.45,7.23,5.18,2.05
2021-06-13,Cow_90,Guernsey,27.73,19.15,Mid,79,22.8,67.3,0.45,12.48,4.79,7.69
2021-06-13,Cow_91,Jersey,16.95,13.98,Late,71,22.8,67.3,0.45,7.63,3.5,4.13
2021-06-13,Cow_92,Jersey,25.84,21.58,Early,82,22.8,67.3,0.45,11.63,5.39,6.24
2021-06-13,Cow_93,Guernsey,20.93,21.06,Late,83,22.8,67.3,0.45,9.42,5.26,4.16
2021-06-13,Cow_94,Brown Swiss,17.39,16.59,Mid,80,22.8,67.3,0.45,7.83,4.15,3.68
2021-06-13,Cow_95,Holstein,18.38,18.19,Early,98,22.8,67.3,0.45,8.27,4.55,3.72
2021-06-13,Cow_96,Brown Swiss,14.24,15.93,Early,85,22.8,67.3,0.45,6.41,3.98,2.43
2021-06-13,Cow_97,Holstein,15.31,23.56,Mid,81,22.8,67.3,0.45,6.89,5.89,1.0
2021-06-13,Cow_98,Brown Swiss,20.15,14.95,Mid,93,22.8,67.3,0.45,9.07,3.74,5.33
2021-06-13,Cow_99,Brown Swiss,16.72,22.45,Mid,91,22.8,67.3,0.45,7.52,5.61,1.91
2021-06-13,Cow_100,Guernsey,27.18,22.97,Late,97,22.8,67.3,0.45,12.23,5.74,6.49
2021-06-14,Cow_1,Jersey,29.74,20.2,Late,78,11.9,50.6,0.45,13.38,5.05,8.33
2021-06-14,Cow_2,Brown Swiss,24.9,22.4,Mid,70,11.9,50.6,0.45,11.21,5.6,5.61
2021-06-14,Cow_3,Jersey,24.5,14.69,Early,81,11.9,50.6,0.45,11.03,3.67,7.36
2021-06-14,Cow_4,Jersey,16.57,19.3,Early,93,11.9,50.6,0.45,7.46,4.83,2.63
2021-06-14,Cow_5,Guernsey,17.92,21.35,Late,87,11.9,50.6,0.45,8.06,5.34,2.72
2021-06-14,Cow_6,Brown Swiss,25.04,18.05,Mid,75,11.9,50.6,0.45,11.27,4.51,6.76
2021-06-14,Cow_7,Holstein,14.94,24.61,Late,99,11.9,50.6,0.45,6.72,6.15,0.57
2021-06-14,Cow_8,Jersey,29.42,20.38,Late,86,11.9,50.6,0.45,13.24,5.09,8.15
2021-06-14,Cow_9,Guernsey,22.61,19.57,Mid,72,11.9,50.6,0.45,10.17,4.89,5.28
2021-06-14,Cow_10,Guernsey,16.99,22.9,Early,78,11.9,50.6,0.45,7.65,5.72,1.93
2021-06-14,Cow_11,Guernsey,21.63,21.65,Late,99,11.9,50.6,0.45,9.73,5.41,4.32
2021-06-14,Cow_12,Jersey,19.42,19.99,Late,73,11.9,50.6,0.45,8.74,5.0,3.74
2021-06-14,Cow_13,Guernsey,25.97,22.04,Late,76,11.9,50.6,0.45,11.69,5.51,6.18
2021-06-14,Cow_14,Guernsey,19.54,21.47,Mid,95,11.9,50.6,0.45,8.79,5.37,3.42
2021-06-14,Cow_15,Brown Swiss,24.43,25.32,Mid,99,11.9,50.6,0.45,10.99,6.33,4.66
2021-06-14,Cow_16,Jersey,19.5,18.33,Early,96,11.9,50.6,0.45,8.78,4.58,4.2
2021-06-14,Cow_17,Brown Swiss,21.73,15.09,Early,76,11.9,50.6,0.45,9.78,3.77,6.01
2021-06-14,Cow_18,Jersey,20.81,19.55,Early,76,11.9,50.6,0.45,9.36,4.89,4.47
2021-06-14,Cow_19,Brown Swiss,16.97,21.95,Late,97,11.9,50.6,0.45,7.64,5.49,2.15
2021-06-14,Cow_20,Brown Swiss,16.02,23.91,Late,85,11.9,50.6,0.45,7.21,5.98,1.23
2021-06-14,Cow_21,Holstein,21.45,20.94,Early,80,11.9,50.6,0.45,9.65,5.24,4.41
2021-06-14,Cow_22,Guernsey,18.42,19.14,Early,74,11.9,50.6,0.45,8.29,4.79,3.5
2021-06-14,Cow_23,Brown Swiss,18.43,19.74,Mid,97,11.9,50.6,0.45,8.29,4.93,3.36
2021-06-14,Cow_24,Guernsey,16.04,20.52,Mid,91,11.9,50.6,0.45,7.22,5.13,2.09
2021-06-14,Cow_25,Jersey,19.34,19.58,Early,96,11.9,50.6,0.45,8.7,4.89,3.81
2021-06-14,Cow_26,Guernsey,12.46,19.48,Late,87,11.9,50.6,0.45,5.61,4.87,0.74
2021-06-14,Cow_27,Guernsey,22.15,20.43,Early,71,11.9,50.6,0.45,9.97,5.11,4.86
2021-06-14,Cow_28,Brown Swiss,26.41,15.25,Early,96,11.9,50.6,0.45,11.88,3.81,8.07
2021-06-14,Cow_29,Brown Swiss,17.13,17.16,Late,98,11.9,50.6,0.45,7.71,4.29,3.42
2021-06-14,Cow_30,Jersey,27.44,21.94,Early,75,11.9,50.6,0.45,12.35,5.49,6.86
2021-06-14,Cow_31,Holstein,17.93,23.61,Early,76,11.9,50.6,0.45,8.07,5.9,2.17
2021-06-14,Cow_32,Brown Swiss,19.35,16.27,Early,79,11.9,50.6,0.45,8.71,4.07,4.64
2021-06-14,Cow_33,Guernsey,17.05,21.57,Early,88,11.9,50.6,0.45,7.67,5.39,2.28
2021-06-14,Cow_34,Jersey,27.07,23.03,Mid,96,11.9,50.6,0.45,12.18,5.76,6.42
2021-06-14,Cow_35,Brown Swiss,19.43,23.05,Early,86,11.9,50.6,0.45,8.74,5.76,2.98
2021-06-14,Cow_36,Holstein,32.21,22.28,Mid,97,11.9,50.6,0.45,14.49,5.57,8.92
2021-06-14,Cow_37,Holstein,30.5,20.37,Early,87,11.9,50.6,0.45,13.72,5.09,8.63
2021-06-14,Cow_38,Holstein,17.43,15.49,Mid,85,11.9,50.6,0.45,7.84,3.87,3.97
2021-06-14,Cow_39,Brown Swiss,24.78,20.0,Mid,93,11.9,50.6,0.45,11.15,5.0,6.15
2021-06-14,Cow_40,Brown Swiss,15.71,19.39,Early,95,11.9,50.6,0.45,7.07,4.85,2.22
2021-06-14,Cow_41,Brown Swiss,26.99,17.43,Early,72,11.9,50.6,0.45,12.15,4.36,7.79
2021-06-14,Cow_42,Brown Swiss,19.12,16.64,Mid,92,11.9,50.6,0.45,8.6,4.16,4.44
2021-06-14,Cow_43,Jersey,10.78,19.79,Late,96,11.9,50.6,0.45,4.85,4.95,-0.1
2021-06-14,Cow_44,Jersey,15.59,16.96,Late,89,11.9,50.6,0.45,7.02,4.24,2.78
2021-06-14,Cow_45,Holstein,18.72,21.58,Mid,93,11.9,50.6,0.45,8.42,5.39,3.03
2021-06-14,Cow_46,Holstein,22.38,22.09,Early,71,11.9,50.6,0.45,10.07,5.52,4.55
2021-06-14,Cow_47,Jersey,23.3,17.7,Early,81,11.9,50.6,0.45,10.49,4.42,6.07
2021-06-14,Cow_48,Brown Swiss,20.25,21.87,Late,84,11.9,50.6,0.45,9.11,5.47,3.64
2021-06-14,Cow_49,Holstein,20.48,23.23,Early,76,11.9,50.6,0.45,9.22,5.81,3.41
2021-06-14,Cow_50,Guernsey,13.89,16.55,Mid,96,11.9,50.6,0.45,6.25,4.14,2.11
2021-06-14,Cow_51,Jersey,29.18,23.29,Late,78,11.9,50.6,0.45,13.13,5.82,7.31
2021-06-14,Cow_52,Holstein,25.26,21.17,Early,85,11.9,50.6,0.45,11.37,5.29,6.08
2021-06-14,Cow_53,Jersey,18.44,18.45,Mid,94,11.9,50.6,0.45,8.3,4.61,3.69
2021-06-14,Cow_54,Jersey,22.4,18.2,Late,81,11.9,50.6,0.45,10.08,4.55,5.53
2021-06-14,Cow_55,Jersey,17.91,12.57,Mid,75,11.9,50.6,0.45,8.06,3.14,4.92
2021-06-14,Cow_56,Jersey,26.21,21.64,Mid,78,11.9,50.6,0.45,11.79,5.41,6.38
2021-06-14,Cow_57,Jersey,16.98,14.23,Early,74,11.9,50.6,0.45,7.64,3.56,4.08
2021-06-14,Cow_58,Holstein,21.7,25.41,Early,72,11.9,50.6,0.45,9.77,6.35,3.42
2021-06-14,Cow_59,Guernsey,23.99,22.05,Late,90,11.9,50.6,0.45,10.8,5.51,5.29
2021-06-14,Cow_60,Holstein,21.46,17.39,Early,87,11.9,50.6,0.45,9.66,4.35,5.31
2021-06-14,Cow_61,Holstein,20.95,19.37,Late,80,11.9,50.6,0.45,9.43,4.84,4.59
2021-06-14,Cow_62,Holstein,16.44,21.89,Late,96,11.9,50.6,0.45,7.4,5.47,1.93
2021-06-14,Cow_63,Jersey,22.18,19.02,Early,86,11.9,50.6,0.45,9.98,4.75,5.23
2021-06-14,Cow_64,Brown Swiss,29.27,21.71,Early,71,11.9,50.6,0.45,13.17,5.43,7.74
2021-06-14,Cow_65,Holstein,20.45,23.61,Late,83,11.9,50.6,0.45,9.2,5.9,3.3
2021-06-14,Cow_66,Holstein,19.79,23.08,Mid,99,11.9,50.6,0.45,8.91,5.77,3.14
2021-06-14,Cow_67,Guernsey,24.42,19.72,Early,76,11.9,50.6,0.45,10.99,4.93,6.06
2021-06-14,Cow_68,Brown Swiss,32.0,16.38,Late,70,11.9,50.6,0.45,14.4,4.09,10.31
2021-06-14,Cow_69,Holstein,28.31,18.62,Late,76,11.9,50.6,0.45,12.74,4.66,8.08
2021-06-14,Cow_70,Holstein,23.97,21.82,Early,95,11.9,50.6,0.45,10.79,5.46,5.33
2021-06-14,Cow_71,Brown Swiss,20.06,15.75,Late,92,11.9,50.6,0.45,9.03,3.94,5.09
2021-06-14,Cow_72,Brown Swiss,17.36,15.92,Late,85,11.9,50.6,0.45,7.81,3.98,3.83
2021-06-14,Cow_73,Jersey,25.4,17.09,Late,76,11.9,50.6,0.45,11.43,4.27,7.16
2021-06-14,Cow_74,Guernsey,21.43,23.48,Early,95,11.9,50.6,0.45,9.64,5.87,3.77
2021-06-14,Cow_75,Holstein,20.08,20.03,Early,83,11.9,50.6,0.45,9.04,5.01,4.03
2021-06-14,Cow_76,Guernsey,13.28,21.15,Mid,95,11.9,50.6,0.45,5.98,5.29,0.69
2021-06-14,Cow_77,Holstein,16.97,17.14,Late,87,11.9,50.6,0.45,7.64,4.29,3.35
2021-06-14,Cow_78,Jersey,14.43,22.16,Mid,74,11.9,50.6,0.45,6.49,5.54,0.95
2021-06-14,Cow_79,Guernsey,29.44,20.8,Early,98,11.9,50.6,0.45,13.25,5.2,8.05
2021-06-14,Cow_80,Brown Swiss,26.32,15.17,Late,98,11.9,50.6,0.45,11.84,3.79,8.05
2021-06-14,Cow_81,Guernsey,24.6,20.42,Mid,96,11.9,50.6,0.45,11.07,5.11,5.96
2021-06-14,Cow_82,Holstein,21.66,16.74,Mid,81,11.9,50.6,0.45,9.75,4.18,5.57
2021-06-14,Cow_83,Jersey,28.03,23.81,Early,89,11.9,50.6,0.45,12.61,5.95,6.66
2021-06-14,Cow_84,Holstein,21.04,21.35,Late,80,11.9,50.6,0.45,9.47,5.34,4.13
2021-06-14,Cow_85,Holstein,22.12,21.35,Late,93,11.9,50.6,0.45,9.95,5.34,4.61
2021-06-14,Cow_86,Guernsey,23.96,17.7,Late,87,11.9,50.6,0.45,10.78,4.42,6.36
2021-06-14,Cow_87,Guernsey,25.01,20.51,Mid,80,11.9,50.6,0.45,11.25,5.13,6.12
2021-06-14,Cow_88,Guernsey,14.98,25.19,Early,83,11.9,50.6,0.45,6.74,6.3,0.44
2021-06-14,Cow_89,Guernsey,21.31,25.81,Early,83,11.9,50.6,0.45,9.59,6.45,3.14
2021-06-14,Cow_90,Guernsey,20.33,15.42,Early,86,11.9,50.6,0.45,9.15,3.85,5.3
2021-06-14,Cow_91,Jersey,22.57,19.09,Early,86,11.9,50.6,0.45,10.16,4.77,5.39
2021-06-14,Cow_92,Jersey,26.92,21.0,Mid,79,11.9,50.6,0.45,12.11,5.25,6.86
2021-06-14,Cow_93,Guernsey,15.75,17.19,Mid,79,11.9,50.6,0.45,7.09,4.3,2.79
2021-06-14,Cow_94,Brown Swiss,20.96,15.38,Mid,74,11.9,50.6,0.45,9.43,3.85,5.58
2021-06-14,Cow_95,Holstein,23.93,20.26,Early,71,11.9,50.6,0.45,10.77,5.07,5.7
2021-06-14,Cow_96,Brown Swiss,22.2,20.81,Late,81,11.9,50.6,0.45,9.99,5.2,4.79
2021-06-14,Cow_97,Holstein,13.15,19.66,Early,78,11.9,50.6,0.45,5.92,4.92,1.0
2021-06-14,Cow_98,Brown Swiss,29.38,19.0,Mid,84,11.9,50.6,0.45,13.22,4.75,8.47
2021-06-14,Cow_99,Brown Swiss,19.27,20.14,Mid,92,11.9,50.6,0.45,8.67,5.04,3.63
2021-06-14,Cow_100,Guernsey,25.6,19.39,Mid,99,11.9,50.6,0.45,11.52,4.85,6.67
2021-06-15,Cow_1,Jersey,16.14,15.02,Early,85,5.1,77.9,0.45,7.26,3.75,3.51
2021-06-15,Cow_2,Brown Swiss,13.07,23.24,Mid,72,5.1,77.9,0.45,5.88,5.81,0.07
2021-06-15,Cow_3,Jersey,23.24,22.44,Late,76,5.1,77.9,0.45,10.46,5.61,4.85
2021-06-15,Cow_4,Jersey,22.48,18.39,Mid,72,5.1,77.9,0.45,10.12,4.6,5.52
2021-06-15,Cow_5,Guernsey,21.51,11.7,Late,91,5.1,77.9,0.45,9.68,2.92,6.76
2021-06-15,Cow_6,Brown Swiss,19.53,24.96,Early,91,5.1,77.9,0.45,8.79,6.24,2.55
2021-06-15,Cow_7,Holstein,20.48,21.22,Early,97,5.1,77.9,0.45,9.22,5.3,3.92
2021-06-15,Cow_8,Jersey,20.26,25.58,Mid,73,5.1,77.9,0.45,9.12,6.39,2.73
2021-06-15,Cow_9,Guernsey,14.57,23.95,Late,78,5.1,77.9,0.45,6.56,5.99,0.57
2021-06-15,Cow_10,Guernsey,19.98,15.02,Late,95,5.1,77.9,0.45,8.99,3.75,5.24
2021-06-15,Cow_11,Guernsey,14.65,24.01,Early,78,5.1,77.9,0.45,6.59,6.0,0.59
2021-06-15,Cow_12,Jersey,14.83,21.49,Mid,94,5.1,77.9,0.45,6.67,5.37,1.3
2021-06-15,Cow_13,Guernsey,18.85,20.53,Mid,83,5.1,77.9,0.45,8.48,5.13,3.35
2021-06-15,Cow_14,Guernsey,17.15,27.48,Mid,78,5.1,77.9,0.45,7.72,6.87,0.85
2021-06-15,Cow_15,Brown Swiss,21.88,19.57,Mid,83,5.1,77.9,0.45,9.85,4.89,4.96
